0.0 , 0.0
44.0 , 139.2
88.0 , 278.4
132.0 , 417.59999999999997
176.0 , 556.8
220.0 , 696.0
264.0 , 835.2
308.0 , 974.4000000000001
352.0 , 1113.6000000000001
396.0 , 1252.8000000000002
440.0 , 1392.0000000000002
484.0 , 1531.2000000000003
528.0 , 1670.4000000000003
572.0 , 1809.6000000000004
616.0 , 1948.8000000000004
660.0 , 2088.0000000000005
704.0 , 2227.2000000000003
748.0 , 2366.4
792.0 , 2505.6
836.0 , 2644.7999999999997
880.0 , 2783.9999999999995
924.0 , 2923.1999999999994
968.0 , 3062.399999999999
1012.0 , 3201.599999999999
1056.0 , 3340.799999999999
1100.0 , 3479.9999999999986
1144.0 , 3619.1999999999985
1188.0 , 3758.3999999999983
1232.0 , 3897.599999999998
1276.0 , 4036.799999999998
1320.0 , 4175.999999999998
1364.0 , 4315.199999999998
1408.0 , 4454.399999999998
1452.0 , 4593.599999999998
1496.0 , 4732.799999999997
1540.0 , 4871.999999999997
1584.0 , 5011.199999999997
1628.0 , 5150.399999999997
1672.0 , 5289.599999999997
1716.0 , 5428.7999999999965
1760.0 , 5567.999999999996
1804.0 , 5707.199999999996
1848.0 , 5846.399999999996
1892.0 , 5985.599999999996
1936.0 , 6124.799999999996
1980.0 , 6263.999999999995
2024.0 , 6403.199999999995
2068.0 , 6542.399999999995
2112.0 , 6681.599999999995
2156.0 , 6820.799999999995
2200.0 , 6959.9999999999945
2244.0 , 7099.199999999994
2288.0 , 7238.399999999994
2332.0 , 7377.599999999994
2375.0 , 7516.799999999994
2416.0 , 7655.999999999994
2458.0 , 7795.199999999993
2499.0 , 7934.399999999993
2538.0 , 8073.599999999993
2577.0 , 8212.799999999994
2615.0 , 8351.999999999995
2648.0 , 8491.199999999995
2680.0 , 8612.899999999996
2711.0 , 8752.099999999997
2736.0 , 8873.799999999997
2758.0 , 8995.499999999998
2779.0 , 9117.199999999999
2791.0 , 9238.9
2809.0 , 9344.699999999997
2830.0 , 9466.399999999998
2848.0 , 9588.099999999999
2864.0 , 9709.8
2876.0 , 9831.5
2888.0 , 9970.7
2903.0 , 10039.900000000001
2915.0 , 10161.600000000002
2927.0 , 10300.800000000003
2930.0 , 10389.100000000002
2942.0 , 10528.300000000003
2945.0 , 10616.600000000002
2957.0 , 10738.300000000003
2959.0 , 10860.000000000004
2959.0 , 10981.700000000004
2960.0 , 11087.500000000004
2959.0 , 11193.300000000003
2960.0 , 11299.100000000002
2960.0 , 11420.800000000003
2960.0 , 11542.500000000004
2960.0 , 11664.200000000004
2960.0 , 11785.900000000005
2960.0 , 11907.600000000006
2960.0 , 12029.300000000007
2966.0 , 11987.200000000004
2966.0 , 12108.900000000005
2966.0 , 12230.600000000006
2970.0 , 11911.700000000012
2986.0 , 12033.400000000012
2995.0 , 12155.100000000013
3004.0 , 12294.300000000014
3004.0 , 12416.000000000015
3004.0 , 12537.700000000015
3004.0 , 12659.400000000016
3004.0 , 12781.100000000017
3004.0 , 12902.800000000017
3004.0 , 13024.500000000018
3004.0 , 13146.200000000019
3004.0 , 13267.90000000002
3006.0 , 13294.200000000012
3010.0 , 13415.900000000012
3010.0 , 13537.600000000013
3010.0 , 13659.300000000014
3010.0 , 13781.000000000015
3010.0 , 13902.700000000015
3010.0 , 14024.400000000016
3010.0 , 14146.100000000017
3010.0 , 14267.800000000017
3010.0 , 14389.500000000018
3010.0 , 14511.200000000019
3010.0 , 14650.40000000002
3010.0 , 14772.10000000002
3010.0 , 14893.800000000021
3015.0 , 14781.700000000013
3015.0 , 14903.400000000014
3015.0 , 15025.100000000015
3015.0 , 15146.800000000016
3015.0 , 15268.500000000016
3015.0 , 15390.200000000017
3015.0 , 15511.900000000018
3015.0 , 15633.600000000019
3015.0 , 15755.30000000002
3015.0 , 15877.00000000002
